"","subjid","weekday","ageyears","agegroup","language","order","timelinefirst","task","linenum","itemtype","itemnum","item","linelength","distfrommid_c1","distfrommid_c2","response1","response2","response","correctr","prompts","exclude","DaysOfWeek_Correct","Num_Prompts","distfrommid","correctR","correct","dist.error","dist.error.a","resp.stat","resp.stat.1","item.stat","stat.correct","stat.correct.1","resp.remoteness","cor.remote"
"133","08LS","2",3.9,"3","german","1",1,"timeline","1","event","3","dinner",14.6,5.4,NA,NA,NA,NA,3,NA,0,NA,NA,5.4,3,NA,NA,NA,1,1,1,1,1,NA,NA
"134","08LS","2",3.9,"3","german","1",1,"timeline","1","event","4","lastbday",14.6,1.6,NA,NA,NA,NA,1,NA,0,NA,NA,1.6,1,NA,NA,NA,1,1,0,0,0,NA,NA
"135","08LS","2",3.9,"3","german","1",1,"timeline","2","deictic","1","lastweek",14.6,6,NA,NA,NA,NA,1,NA,0,NA,NA,6,1,NA,NA,NA,1,1,0,0,0,NA,NA
"136","08LS","2",3.9,"3","german","1",1,"timeline","2","deictic","2","tomorrow",14.6,1.8,NA,NA,NA,NA,4,NA,0,NA,NA,1.8,4,NA,NA,NA,1,1,1,1,1,NA,NA
"137","08LS","2",3.9,"3","german","1",1,"timeline","2","deictic","3","tonight",14.6,0.5,NA,NA,NA,NA,3,NA,0,NA,NA,0.5,3,NA,NA,NA,1,1,1,1,1,NA,NA
"138","08LS","2",3.9,"3","german","1",1,"timeline","2","deictic","4","thismorning",14.6,3.8,NA,NA,NA,NA,2,NA,0,NA,NA,3.8,2,NA,NA,NA,1,1,0,0,0,NA,NA
"139","08LS","2",3.9,"3","german","1",1,"timeline","3","deictic","1","nextweek",14.6,2.1,NA,NA,NA,NA,3,NA,0,NA,NA,2.1,3,NA,NA,NA,1,1,1,1,1,NA,NA
"140","08LS","2",3.9,"3","german","1",1,"timeline","3","deictic","2","nextyear",14.6,-1.8,NA,NA,NA,NA,4,NA,0,NA,NA,-1.8,4,NA,NA,NA,0,0,1,0,0,NA,NA
"141","08LS","2",3.9,"3","german","1",1,"timeline","3","deictic","3","yesterday",14.6,4.4,NA,NA,NA,NA,2,NA,0,NA,NA,4.4,2,NA,NA,NA,1,1,0,0,0,NA,NA
"142","08LS","2",3.9,"3","german","1",1,"timeline","3","deictic","4","lastyear",14.6,6.5,NA,NA,NA,NA,1,NA,0,NA,NA,6.5,1,NA,NA,NA,1,1,0,0,0,NA,NA
"143","08LS","2",3.9,"3","german","1",1,"timeline","4","deictic","1","yesterday",14.6,-5.4,NA,NA,NA,NA,2,NA,0,NA,NA,-5.4,2,NA,NA,NA,0,0,0,1,1,NA,NA
"144","08LS","2",3.9,"3","german","1",1,"timeline","4","deictic","2","tomorrow",14.6,5.5,NA,NA,NA,NA,3,NA,0,NA,NA,5.5,3,NA,NA,NA,1,1,1,1,1,NA,NA
"145","08LS","2",3.9,"3","german","1",1,"timeline","4","deictic","3","aftertomorrow",14.6,2.9,NA,NA,NA,NA,4,NA,0,NA,NA,2.9,4,NA,NA,NA,1,1,1,1,1,NA,NA
"146","08LS","2",3.9,"3","german","1",1,"timeline","4","deictic","4","beforeyesterday",14.6,4.3,NA,NA,NA,NA,1,NA,0,NA,NA,4.3,1,NA,NA,NA,1,1,0,0,0,NA,NA
"147","08LS","2",3.9,"3","german","4",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"148","08LS","2",3.9,"3","german","4",1,"calendar","1","deictic","1","beforeyesterday",NA,NA,NA,5,2,2,2,NA,0,NA,NA,NA,2,1,0,0,0,1,0,1,0,2,"1"
"149","08LS","2",3.9,"3","german","4",1,"calendar","2","deictic","2","aftertomorrow",NA,NA,NA,5,6,6,6,NA,0,NA,NA,NA,6,1,0,0,1,1,1,1,1,2,"1"
"150","08LS","2",3.9,"3","german","4",1,"calendar","3","deictic","3","yesterday",NA,NA,NA,7,2,2,3,NA,0,NA,NA,NA,3,0,1,1,0,1,0,1,0,2,"0"
"151","08LS","2",3.9,"3","german","4",1,"calendar","4","deictic","4","tomorrow",NA,NA,NA,7,6,6,5,NA,0,NA,NA,NA,5,0,-1,1,1,1,1,1,1,2,"0"
"152","08LS","2",3.9,"3","german","4",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"153","08LS","2",3.9,"3","german","4",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"154","08LS","2",3.9,"3","german","4",1,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"155","08LS","2",3.9,"3","german","4",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"156","08LS","2",3.9,"3","german","4",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,3,NA,NA,NA,0,0,1,0,0,NA,NA
"157","09LS","1",3.6,"3","german","1",0,"timeline","1","event","1","breakfast",14.6,-2.4,NA,NA,NA,NA,2,NA,0,NA,NA,-2.4,2,NA,NA,NA,0,0,0,1,1,NA,NA
"158","09LS","1",3.6,"3","german","1",0,"timeline","1","event","2","nextbday",14.6,5.7,NA,NA,NA,NA,4,NA,0,NA,NA,5.7,4,NA,NA,NA,1,1,1,1,1,NA,NA
"159","09LS","1",3.6,"3","german","1",0,"timeline","1","event","3","dinner",14.6,3.3,NA,NA,NA,NA,3,NA,0,NA,NA,3.3,3,NA,NA,NA,1,1,1,1,1,NA,NA
"160","09LS","1",3.6,"3","german","1",0,"timeline","1","event","4","lastbday",14.6,4.4,NA,NA,NA,NA,1,NA,0,NA,NA,4.4,1,NA,NA,NA,1,1,0,0,0,NA,NA
"161","09LS","1",3.6,"3","german","1",0,"timeline","2","deictic","1","lastweek",14.6,5,NA,NA,NA,NA,1,NA,0,NA,NA,5,1,NA,NA,NA,1,1,0,0,0,NA,NA
"162","09LS","1",3.6,"3","german","1",0,"timeline","2","deictic","2","tomorrow",14.6,-5.9,NA,NA,NA,NA,4,NA,0,NA,NA,-5.9,4,NA,NA,NA,0,0,1,0,0,NA,NA
"163","09LS","1",3.6,"3","german","1",0,"timeline","2","deictic","3","tonight",14.6,3.1,NA,NA,NA,NA,3,NA,0,NA,NA,3.1,3,NA,NA,NA,1,1,1,1,1,NA,NA
"164","09LS","1",3.6,"3","german","1",0,"timeline","2","deictic","4","thismorning",14.6,-1.8,NA,NA,NA,NA,2,NA,0,NA,NA,-1.8,2,NA,NA,NA,0,0,0,1,1,NA,NA
"165","09LS","1",3.6,"3","german","1",0,"timeline","3","deictic","1","nextweek",14.6,3.5,NA,NA,NA,NA,3,NA,0,NA,NA,3.5,3,NA,NA,NA,1,1,1,1,1,NA,NA
"166","09LS","1",3.6,"3","german","1",0,"timeline","3","deictic","2","nextyear",14.6,-6.2,NA,NA,NA,NA,4,NA,0,NA,NA,-6.2,4,NA,NA,NA,0,0,1,0,0,NA,NA
"167","09LS","1",3.6,"3","german","1",0,"timeline","3","deictic","3","yesterday",14.6,-5.1,NA,NA,NA,NA,2,NA,0,NA,NA,-5.1,2,NA,NA,NA,0,0,0,1,1,NA,NA
"168","09LS","1",3.6,"3","german","1",0,"timeline","3","deictic","4","lastyear",14.6,-1.8,NA,NA,NA,NA,1,NA,0,NA,NA,-1.8,1,NA,NA,NA,0,0,0,1,1,NA,NA
"169","09LS","1",3.6,"3","german","1",0,"timeline","4","deictic","1","yesterday",14.6,-7.1,NA,NA,NA,NA,2,NA,0,NA,NA,-7.1,2,NA,NA,NA,0,0,0,1,1,NA,NA
"170","09LS","1",3.6,"3","german","1",0,"timeline","4","deictic","2","tomorrow",14.6,7.2,NA,NA,NA,NA,3,NA,0,NA,NA,7.2,3,NA,NA,NA,1,1,1,1,1,NA,NA
"171","09LS","1",3.6,"3","german","1",0,"timeline","4","deictic","3","aftertomorrow",14.6,0.4,NA,NA,NA,NA,4,NA,0,NA,NA,0.4,4,NA,NA,NA,1,1,1,1,1,NA,NA
"172","09LS","1",3.6,"3","german","1",0,"timeline","4","deictic","4","beforeyesterday",14.6,-3.6,NA,NA,NA,NA,1,NA,0,NA,NA,-3.6,1,NA,NA,NA,0,0,0,1,1,NA,NA
"173","09LS","1",3.6,"3","german","1",0,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"174","09LS","1",3.6,"3","german","1",0,"calendar","1","deictic","1","beforeyesterday",NA,NA,NA,3,NA,3,3,NA,0,NA,NA,NA,2,0,-1,1,0,0,0,1,1,1,"0"
"175","09LS","1",3.6,"3","german","1",0,"calendar","2","deictic","2","aftertomorrow",NA,NA,NA,5,2,2,2,NA,0,NA,NA,NA,6,0,4,4,0,1,1,0,1,2,"1"
"176","09LS","1",3.6,"3","german","1",0,"calendar","3","deictic","3","yesterday",NA,NA,NA,3,6,6,5,NA,0,NA,NA,NA,3,0,-3,3,1,0,0,0,1,2,"0"
"177","09LS","1",3.6,"3","german","1",0,"calendar","4","deictic","4","tomorrow",NA,NA,NA,3,6,6,6,NA,0,NA,NA,NA,5,0,-1,1,1,0,1,1,0,2,"0"
"178","09LS","1",3.6,"3","german","1",0,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"179","09LS","1",3.6,"3","german","1",0,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"180","09LS","1",3.6,"3","german","1",0,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"181","09LS","1",3.6,"3","german","1",0,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"182","09LS","1",3.6,"3","german","1",0,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"183","10LS","1",3.1,"3","german","2",1,"timeline","1","event","1","lastbday",14.6,6.8,NA,NA,NA,NA,1,NA,0,NA,NA,6.8,1,NA,NA,NA,1,1,0,0,0,NA,NA
"184","10LS","1",3.1,"3","german","2",1,"timeline","1","event","2","dinner",14.6,-0.1,NA,NA,NA,NA,3,NA,0,NA,NA,-0.1,3,NA,NA,NA,0,0,1,0,0,NA,NA
"185","10LS","1",3.1,"3","german","2",1,"timeline","1","event","3","nextbday",14.6,2.9,NA,NA,NA,NA,4,NA,0,NA,NA,2.9,4,NA,NA,NA,1,1,1,1,1,NA,NA
"186","10LS","1",3.1,"3","german","2",1,"timeline","1","event","4","breakfast",14.6,1.6,NA,NA,NA,NA,2,NA,0,NA,NA,1.6,2,NA,NA,NA,1,1,0,0,0,NA,NA
"187","10LS","1",3.1,"3","german","2",1,"timeline","2","deictic","1","thismorning",14.6,-0.1,NA,NA,NA,NA,2,NA,0,NA,NA,-0.1,2,NA,NA,NA,0,0,0,1,1,NA,NA
"188","10LS","1",3.1,"3","german","2",1,"timeline","2","deictic","2","tonight",14.6,4.6,NA,NA,NA,NA,3,NA,0,NA,NA,4.6,3,NA,NA,NA,1,1,1,1,1,NA,NA
"189","10LS","1",3.1,"3","german","2",1,"timeline","2","deictic","3","tomorrow",14.6,2.3,NA,NA,NA,NA,4,NA,0,NA,NA,2.3,4,NA,NA,NA,1,1,1,1,1,NA,NA
"190","10LS","1",3.1,"3","german","2",1,"timeline","2","deictic","4","lastweek",14.6,3.7,NA,NA,NA,NA,1,NA,0,NA,NA,3.7,1,NA,NA,NA,1,1,0,0,0,NA,NA
"191","10LS","1",3.1,"3","german","2",1,"timeline","3","deictic","1","lastyear",14.6,-0.1,NA,NA,NA,NA,1,NA,0,NA,NA,-0.1,1,NA,NA,NA,0,0,0,1,1,NA,NA
"192","10LS","1",3.1,"3","german","2",1,"timeline","3","deictic","2","yesterday",14.6,1.3,NA,NA,NA,NA,2,NA,0,NA,NA,1.3,2,NA,NA,NA,1,1,0,0,0,NA,NA
"193","10LS","1",3.1,"3","german","2",1,"timeline","3","deictic","3","nextyear",14.6,-1.6,NA,NA,NA,NA,4,NA,0,NA,NA,-1.6,4,NA,NA,NA,0,0,1,0,0,NA,NA
"194","10LS","1",3.1,"3","german","2",1,"timeline","3","deictic","4","nextweek",14.6,0.6,NA,NA,NA,NA,3,NA,0,NA,NA,0.6,3,NA,NA,NA,1,1,1,1,1,NA,NA
"195","10LS","1",3.1,"3","german","2",1,"timeline","4","deictic","1","tomorrow",14.6,0.1,NA,NA,NA,NA,3,NA,0,NA,NA,0.1,3,NA,NA,NA,1,1,1,1,1,NA,NA
"196","10LS","1",3.1,"3","german","2",1,"timeline","4","deictic","2","yesterday",14.6,-0.7,NA,NA,NA,NA,2,NA,0,NA,NA,-0.7,2,NA,NA,NA,0,0,0,1,1,NA,NA
"197","10LS","1",3.1,"3","german","2",1,"timeline","4","deictic","3","beforeyesterday",14.6,-0.2,NA,NA,NA,NA,1,NA,0,NA,NA,-0.2,1,NA,NA,NA,0,0,0,1,1,NA,NA
"198","10LS","1",3.1,"3","german","2",1,"timeline","4","deictic","4","aftertomorrow",14.6,1.9,NA,NA,NA,NA,4,NA,0,NA,NA,1.9,4,NA,NA,NA,1,1,1,1,1,NA,NA
"199","10LS","1",3.1,"3","german","2",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"200","10LS","1",3.1,"3","german","2",1,"calendar","1","deictic","1","beforeyesterday",NA,NA,NA,3,NA,3,3,NA,0,NA,NA,NA,2,0,-1,1,0,0,0,1,1,1,"0"
"201","10LS","1",3.1,"3","german","2",1,"calendar","2","deictic","2","aftertomorrow",NA,NA,NA,5,NA,5,5,NA,0,NA,NA,NA,6,0,1,1,1,1,1,1,1,1,"0"
"202","10LS","1",3.1,"3","german","2",1,"calendar","3","deictic","3","yesterday",NA,NA,NA,6,2,2,2,NA,0,NA,NA,NA,3,0,1,1,0,1,0,1,0,2,"0"
"203","10LS","1",3.1,"3","german","2",1,"calendar","4","deictic","4","tomorrow",NA,NA,NA,5,6,6,6,NA,0,NA,NA,NA,5,0,-1,1,1,1,1,1,1,2,"0"
"204","10LS","1",3.1,"3","german","2",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"205","10LS","1",3.1,"3","german","2",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"206","10LS","1",3.1,"3","german","2",1,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"207","10LS","1",3.1,"3","german","2",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"208","10LS","1",3.1,"3","german","2",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"209","22LH","1",3.6,"3","german","2",1,"timeline","1","event","1","lastbday",14,-1.7,NA,NA,NA,NA,1,NA,0,NA,NA,-1.7,1,NA,NA,NA,0,0,0,1,1,NA,NA
"210","22LH","1",3.6,"3","german","2",1,"timeline","1","event","2","dinner",14,3.3,NA,NA,NA,NA,3,NA,0,NA,NA,3.3,3,NA,NA,NA,1,1,1,1,1,NA,NA
"211","22LH","1",3.6,"3","german","2",1,"timeline","1","event","3","nextbday",14,-3.8,NA,NA,NA,NA,4,NA,0,NA,NA,-3.8,4,NA,NA,NA,0,0,1,0,0,NA,NA
"212","22LH","1",3.6,"3","german","2",1,"timeline","1","event","4","breakfast",14,0.8,NA,NA,NA,NA,2,NA,0,NA,NA,0.8,2,NA,NA,NA,1,1,0,0,0,NA,NA
"213","22LH","1",3.6,"3","german","2",1,"timeline","2","deictic","1","thismorning",14,-3.7,NA,NA,NA,NA,2,NA,0,NA,NA,-3.7,2,NA,NA,NA,0,0,0,1,1,NA,NA
"214","22LH","1",3.6,"3","german","2",1,"timeline","2","deictic","2","tonight",14,4.1,NA,NA,NA,NA,3,NA,0,NA,NA,4.1,3,NA,NA,NA,1,1,1,1,1,NA,NA
"215","22LH","1",3.6,"3","german","2",1,"timeline","2","deictic","3","tomorrow",14,1.2,NA,NA,NA,NA,4,NA,0,NA,NA,1.2,4,NA,NA,NA,1,1,1,1,1,NA,NA
"216","22LH","1",3.6,"3","german","2",1,"timeline","2","deictic","4","lastweek",14,-1.9,NA,NA,NA,NA,1,NA,0,NA,NA,-1.9,1,NA,NA,NA,0,0,0,1,1,NA,NA
"217","22LH","1",3.6,"3","german","2",1,"timeline","3","deictic","1","lastyear",14,-6.1,NA,NA,NA,NA,1,NA,0,NA,NA,-6.1,1,NA,NA,NA,0,0,0,1,1,NA,NA
"218","22LH","1",3.6,"3","german","2",1,"timeline","3","deictic","2","yesterday",14,-3.6,NA,NA,NA,NA,2,NA,0,NA,NA,-3.6,2,NA,NA,NA,0,0,0,1,1,NA,NA
"219","22LH","1",3.6,"3","german","2",1,"timeline","3","deictic","3","nextyear",14,-1.8,NA,NA,NA,NA,4,NA,0,NA,NA,-1.8,4,NA,NA,NA,0,0,1,0,0,NA,NA
"220","22LH","1",3.6,"3","german","2",1,"timeline","3","deictic","4","nextweek",14,1.6,NA,NA,NA,NA,3,NA,0,NA,NA,1.6,3,NA,NA,NA,1,1,1,1,1,NA,NA
"221","22LH","1",3.6,"3","german","2",1,"timeline","4","deictic","1","tomorrow",14,-3.1,NA,NA,NA,NA,3,NA,0,NA,NA,-3.1,3,NA,NA,NA,0,0,1,0,0,NA,NA
"222","22LH","1",3.6,"3","german","2",1,"timeline","4","deictic","2","yesterday",14,5.8,NA,NA,NA,NA,2,NA,0,NA,NA,5.8,2,NA,NA,NA,1,1,0,0,0,NA,NA
"223","22LH","1",3.6,"3","german","2",1,"timeline","4","deictic","3","beforeyesterday",14,-5.1,NA,NA,NA,NA,1,NA,0,NA,NA,-5.1,1,NA,NA,NA,0,0,0,1,1,NA,NA
"224","22LH","1",3.6,"3","german","2",1,"timeline","4","deictic","4","aftertomorrow",14,1.9,NA,NA,NA,NA,4,NA,0,NA,NA,1.9,4,NA,NA,NA,1,1,1,1,1,NA,NA
"225","22LH","1",3.6,"3","german","2",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,NA,NA,NA,7,2,0,NA,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"226","22LH","1",3.6,"3","german","2",1,"calendar","1","deictic","1","beforeyesterday",NA,NA,NA,1,3,3,3,NA,0,NA,NA,NA,2,0,-1,1,0,0,0,1,1,1,"0"
"227","22LH","1",3.6,"3","german","2",1,"calendar","2","deictic","2","aftertomorrow",NA,NA,NA,5,NA,5,5,NA,0,NA,NA,NA,6,0,1,1,1,1,1,1,1,1,"0"
"228","22LH","1",3.6,"3","german","2",1,"calendar","3","deictic","3","yesterday",NA,NA,NA,3,2,2,2,NA,0,NA,NA,NA,3,0,1,1,0,0,0,1,1,2,"0"
"229","22LH","1",3.6,"3","german","2",1,"calendar","4","deictic","4","tomorrow",NA,NA,NA,3,6,6,6,NA,0,NA,NA,NA,5,0,-1,1,1,0,1,1,0,2,"0"
"230","22LH","1",3.6,"3","german","2",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"231","22LH","1",3.6,"3","german","2",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"232","22LH","1",3.6,"3","german","2",1,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,NA,NA
"233","22LH","1",3.6,"3","german","2",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,7,NA,NA,NA,0,0,0,1,1,NA,NA
"234","22LH","1",3.6,"3","german","2",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,1,0,0,NA,NA
"235","E07FI","5",3.5,"3","german","1",1,"timeline","1","event","1","breakfast",14,6.2,NA,4,NA,4,2,NA,0,NA,NA,6.2,2,0,-2,2,1,1,0,0,0,NA,NA
"236","E07FI","5",3.5,"3","german","1",1,"timeline","1","event","2","nextbday",14,-2.9,NA,1,NA,1,4,NA,0,NA,NA,-2.9,4,0,3,3,0,0,1,0,0,NA,NA
"237","E07FI","5",3.5,"3","german","1",1,"timeline","1","event","3","dinner",14,2,NA,3,NA,3,3,NA,0,NA,NA,2,3,1,0,0,1,1,1,1,1,NA,NA
"238","E07FI","5",3.5,"3","german","1",1,"timeline","1","event","4","lastbday",14,1.4,NA,2,NA,2,1,NA,0,NA,NA,1.4,1,0,-1,1,1,1,0,0,0,NA,NA
"239","E07FI","5",3.5,"3","german","1",1,"timeline","2","deictic","1","lastweek",14,-5.1,NA,1,NA,1,1,NA,0,NA,NA,-5.1,1,1,0,0,0,0,0,1,1,NA,NA
"240","E07FI","5",3.5,"3","german","1",1,"timeline","2","deictic","2","tomorrow",14,4.1,NA,4,NA,4,4,NA,0,NA,NA,4.1,4,1,0,0,1,1,1,1,1,NA,NA
"241","E07FI","5",3.5,"3","german","1",1,"timeline","2","deictic","3","tonight",14,1.4,NA,3,NA,3,3,NA,0,NA,NA,1.4,3,1,0,0,1,1,1,1,1,NA,NA
"242","E07FI","5",3.5,"3","german","1",1,"timeline","2","deictic","4","thismorning",14,-1.7,NA,2,NA,2,2,NA,0,NA,NA,-1.7,2,1,0,0,0,0,0,1,1,NA,NA
"243","E07FI","5",3.5,"3","german","1",1,"timeline","3","deictic","1","nextweek",14,5,NA,4,NA,4,3,NA,0,NA,NA,5,3,0,-1,1,1,1,1,1,1,NA,NA
"244","E07FI","5",3.5,"3","german","1",1,"timeline","3","deictic","2","nextyear",14,-3.6,NA,2,NA,2,4,NA,0,NA,NA,-3.6,4,0,2,2,0,0,1,0,0,NA,NA
"245","E07FI","5",3.5,"3","german","1",1,"timeline","3","deictic","3","yesterday",14,2.4,NA,3,NA,3,2,NA,0,NA,NA,2.4,2,0,-1,1,1,1,0,0,0,NA,NA
"246","E07FI","5",3.5,"3","german","1",1,"timeline","3","deictic","4","lastyear",14,-5.5,NA,1,NA,1,1,NA,0,NA,NA,-5.5,1,1,0,0,0,0,0,1,1,NA,NA
"247","E07FI","5",3.5,"3","german","1",1,"timeline","4","deictic","1","yesterday",14,-6.2,NA,1,NA,1,2,NA,0,NA,NA,-6.2,2,0,1,1,0,0,0,1,1,NA,NA
"248","E07FI","5",3.5,"3","german","1",1,"timeline","4","deictic","2","tomorrow",14,-1.8,NA,3,NA,3,3,NA,0,NA,NA,-1.8,3,1,0,0,0,0,1,0,0,NA,NA
"249","E07FI","5",3.5,"3","german","1",1,"timeline","4","deictic","3","aftertomorrow",14,-3.8,NA,2,NA,2,4,NA,0,NA,NA,-3.8,4,0,2,2,0,0,1,0,0,NA,NA
"250","E07FI","5",3.5,"3","german","1",1,"timeline","4","deictic","4","beforeyesterday",14,3.2,NA,4,NA,4,1,NA,0,NA,NA,3.2,1,0,-3,3,1,1,0,0,0,NA,NA
"251","E07FI","5",3.5,"3","german","3",1,"calendar",NA,"verbal","1","daysofweek",NA,NA,NA,0,NA,0,7,NA,0,NA,NA,NA,7,0,7,7,0,0,0,1,1,NA,NA
"252","E07FI","5",3.5,"3","german","3",1,"calendar","1","deictic","1","tomorrow",NA,NA,NA,3,5,5,5,1,0,NA,NA,NA,5,1,0,0,1,0,1,1,0,1,"1"
"253","E07FI","5",3.5,"3","german","3",1,"calendar","2","deictic","2","beforeyesterday",NA,NA,NA,5,2,2,2,1,0,NA,NA,NA,2,1,0,0,0,1,0,1,0,2,"1"
"254","E07FI","5",3.5,"3","german","3",1,"calendar","3","deictic","3","aftertomorrow",NA,NA,NA,3,5,5,6,1,0,NA,NA,NA,6,0,1,1,1,0,1,1,0,1,"0"
"255","E07FI","5",3.5,"3","german","3",1,"calendar","4","deictic","4","yesterday",NA,NA,NA,3,NA,3,3,0,0,NA,NA,NA,3,1,0,0,0,0,0,1,1,1,"1"
"256","E07FI","5",3.5,"3","german","3",1,"calendar",NA,"verbal","2","aftertoday",NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,0,1,0,0,NA,NA
"257","E07FI","5",3.5,"3","german","3",1,"calendar",NA,"verbal","3","beforetoday",NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"258","E07FI","5",3.5,"3","german","3",1,"calendar",NA,"verbal","4","today",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,0,0,0,1,1,NA,NA
"259","E07FI","5",3.5,"3","german","3",1,"calendar",NA,"verbal","5","yesterday",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,0,0,0,1,1,NA,NA
"260","E07FI","5",3.5,"3","german","3",1,"calendar",NA,"verbal","6","tomorrow",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,NA,NA,NA,0,0,1,0,0,NA,NA
"261","E02AA","4",4.8,"4","german","1",1,"timeline","1","event","1","breakfast",14,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,2,NA,NA,NA,0,0,0,1,1,NA,NA
"262","E02AA","4",4.8,"4","german","1",1,"timeline","1","event","2","nextbday",14,7,NA,3,NA,3,4,NA,0,NA,NA,7,4,0,1,1,1,1,1,1,1,NA,NA
"263","E02AA","4",4.8,"4","german","1",1,"timeline","1","event","3","dinner",14,-0.1,NA,2,NA,2,3,NA,0,NA,NA,-0.1,3,0,1,1,0,0,1,0,0,NA,NA
"264","E02AA","4",4.8,"4","german","1",1,"timeline","1","event","4","lastbday",14,-7,NA,1,NA,1,1,NA,0,NA,NA,-7,1,1,0,0,0,0,0,1,1,NA,NA
"265","E02AA","4",4.8,"4","german","1",1,"timeline","2","deictic","1","lastweek",14,7,NA,4,NA,4,1,NA,0,NA,NA,7,1,0,-3,3,1,1,0,0,0,NA,NA
"266","E02AA","4",4.8,"4","german","1",1,"timeline","2","deictic","2","tomorrow",14,-7,NA,1,NA,1,4,NA,0,NA,NA,-7,4,0,3,3,0,0,1,0,0,NA,NA
"267","E02AA","4",4.8,"4","german","1",1,"timeline","2","deictic","3","tonight",14,3.8,NA,3,NA,3,3,NA,0,NA,NA,3.8,3,1,0,0,1,1,1,1,1,NA,NA
